data,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17
2024-08-07 00:00:01+00:00,-49.32,-62.72,-63.34,-60.97,-63.43,-57.4,-53.1,-61.95,-57.42,-39.89,-47.39,-44.12,-61.6,-45.86,-48.73,-39.64,-52.26
2024-08-07 00:01:01+00:00,-49.96,-62.66,-63.82,-60.71,-64.2,-57.39,-53.06,-62.52,-56.95,-40.15,-47.44,-43.93,-61.56,-46.26,-48.72,-39.85,-52.82
2024-08-07 00:02:01+00:00,-50.16,-61.36,-63.14,-59.77,-65.73,-57.31,-53.35,-62.37,-58.48,-40.57,-47.57,-43.97,-60.48,-46.62,-48.72,-38.86,-52.28
2024-08-07 00:03:01+00:00,-49.28,-61.07,-62.91,-60.04,-63.15,-57.21,-53.18,-62.72,-59.15,-40.68,-47.73,-44.05,-59.58,-46.24,-48.95,-37.92,-53.29
2024-08-07 00:04:01+00:00,-49.67,-59.0,-62.79,-59.77,-63.96,-57.18,-53.2,-62.7,-59.05,-40.62,-47.74,-44.34,-59.21,-46.44,-48.56,-37.17,-53.39
2024-08-07 00:05:01+00:00,-50.18,-58.74,-63.63,-60.61,-64.86,-57.24,-53.22,-62.59,-59.67,-40.06,-47.77,-44.23,-59.07,-47.71,-48.81,-36.77,-52.78
2024-08-07 00:06:01+00:00,-49.31,-58.76,-63.87,-60.1,-64.45,-57.61,-53.24,-62.89,-58.83,-39.49,-47.78,-43.84,-59.12,-48.2,-48.6,-36.92,-53.26
2024-08-07 00:07:02+00:00,-50.99,-62.99,-63.54,-60.07,-63.68,-57.32,-53.13,-63.26,-60.5,-39.7,-47.89,-44.03,-59.06,-48.93,-48.52,-36.4,-52.78
2024-08-07 00:08:01+00:00,-50.82,-63.32,-64.1,-60.13,-63.96,-57.45,-53.3,-63.33,-60.39,-39.77,-47.88,-44.19,-58.92,-48.13,-48.75,-35.97,-52.26
2024-08-07 00:09:01+00:00,-49.43,-63.24,-63.67,-60.42,-62.56,-57.32,-53.2,-63.18,-58.87,-40.14,-47.89,-44.15,-58.57,-47.89,-48.45,-36.35,-52.18
2024-08-07 00:10:01+00:00,-49.95,-63.51,-64.15,-60.54,-63.24,-57.52,-53.22,-63.94,-58.7,-40.07,-47.84,-44.07,-58.49,-48.21,-48.43,-36.6,-52.28
2024-08-07 00:11:01+00:00,-50.99,-62.6,-63.84,-60.34,-64.99,-57.27,-53.16,-63.39,-58.8,-39.07,-47.79,-44.24,-58.44,-48.38,-48.61,-37.11,-52.3
