data,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17
2024-08-13 00:00:01+00:00,-49.24,-59.47,-64.39,-62.22,-65.0,-46.29,-55.01,-40.79,-48.87,-33.69,-46.82,-51.19,-52.8,-48.31,-50.51,-38.89,-52.04
2024-08-13 00:01:01+00:00,-49.08,-58.95,-65.04,-61.76,-64.56,-46.36,-55.14,-40.82,-49.32,-33.67,-47.06,-51.84,-52.83,-48.2,-51.13,-38.98,-53.0
2024-08-13 00:02:01+00:00,-49.07,-58.34,-64.75,-61.9,-65.15,-46.34,-55.12,-40.78,-49.3,-33.09,-47.0,-51.61,-52.69,-49.18,-50.93,-36.6,-52.13
2024-08-13 00:03:01+00:00,-49.14,-58.07,-65.06,-62.03,-64.87,-46.33,-55.39,-40.89,-49.3,-33.7,-47.08,-51.29,-53.03,-49.07,-50.7,-36.83,-52.09
2024-08-13 00:04:01+00:00,-49.27,-58.86,-65.18,-61.85,-64.88,-46.37,-55.23,-41.0,-49.31,-33.58,-47.16,-51.36,-53.05,-48.23,-50.54,-37.2,-52.41
2024-08-13 00:05:01+00:00,-52.18,-61.52,-65.54,-61.77,-64.85,-46.3,-55.26,-40.97,-49.51,-33.69,-47.35,-51.5,-53.31,-47.69,-50.63,-37.25,-53.0
2024-08-13 00:06:02+00:00,-52.25,-59.73,-64.82,-61.71,-65.07,-46.36,-55.1,-40.95,-49.44,-34.17,-47.55,-51.53,-53.07,-47.86,-51.02,-37.59,-52.8
2024-08-13 00:07:01+00:00,-52.63,-59.46,-65.25,-62.16,-64.72,-46.28,-55.22,-41.01,-49.34,-33.87,-47.5,-51.53,-52.95,-47.98,-51.87,-38.34,-53.26
2024-08-13 00:08:01+00:00,-51.89,-60.02,-65.2,-61.91,-64.03,-46.3,-55.36,-41.0,-50.56,-33.66,-47.57,-51.33,-52.63,-47.53,-51.69,-40.8,-52.04
2024-08-13 00:09:01+00:00,-52.4,-61.06,-64.82,-62.22,-63.31,-46.28,-55.2,-40.94,-50.76,-33.58,-47.82,-51.29,-52.67,-46.16,-51.27,-42.94,-52.82
2024-08-13 00:10:01+00:00,-52.32,-58.94,-65.34,-61.8,-65.83,-46.33,-55.27,-41.15,-50.69,-33.39,-47.59,-51.13,-52.98,-46.27,-51.97,-42.16,-52.11
2024-08-13 00:11:01+00:00,-52.62,-60.11,-65.4,-62.43,-63.95,-46.26,-55.2,-41.55,-50.71,-33.04,-47.79,-51.1,-53.54,-45.83,-52.29,-41.39,-53.29
2024-08-13 00:12:01+00:00,-51.46,-60.22,-65.25,-62.11,-64.25,-46.41,-55.33,-41.51,-50.62,-32.83,-47.73,-51.23,-53.35,-45.8,-52.31,-41.34,-52.23
2024-08-13 00:13:01+00:00,-52.0,-58.68,-65.52,-62.02,-64.34,-46.33,-55.2,-41.13,-50.72,-33.12,-47.44,-51.01,-52.79,-44.7,-53.11,-42.54,-52.17
2024-08-13 00:14:01+00:00,-52.17,-61.21,-65.29,-62.13,-64.43,-46.24,-55.1,-41.0,-50.74,-32.89,-47.5,-51.34,-52.22,-44.6,-52.53,-42.18,-53.38
2024-08-13 00:15:01+00:00,-52.74,-60.63,-65.33,-62.02,-64.13,-46.33,-55.2,-41.03,-50.67,-32.49,-47.5,-51.29,-52.43,-44.72,-52.66,-37.84,-52.79
2024-08-13 00:16:01+00:00,-52.57,-60.76,-65.58,-61.87,-64.2,-46.26,-55.31,-41.15,-51.62,-32.79,-47.42,-51.58,-51.89,-43.93,-52.54,-37.48,-52.06
2024-08-13 00:17:01+00:00,-52.84,-61.28,-65.31,-62.09,-64.95,-46.34,-55.28,-41.2,-51.62,-32.49,-47.62,-51.14,-51.91,-43.88,-52.35,-36.97,-53.3
2024-08-13 00:18:01+00:00,-52.98,-61.17,-65.56,-62.44,-64.1,-46.29,-55.34,-41.12,-51.36,-32.57,-47.78,-50.89,-51.85,-43.21,-52.07,-35.83,-52.15
